# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 22 10:30:00 2021
#
# User preference: *
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_vet_stat:   Vetting Status
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_fpflag_nt:  Not Transit-Like False Positive Flag
# COLUMN koi_fpflag_ss:  Stellar Eclipse False Positive Flag
# COLUMN koi_fpflag_co:  Centroid Offset False Positive Flag
# COLUMN koi_fpflag_ec:  Ephemeris Match Indicates Contamination False Positive Flag
# COLUMN koi_comment:    Comment
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_eccen:      Eccentricity
# COLUMN koi_eccen_err1: Eccentricity Upper Unc.
# COLUMN koi_eccen_err2: Eccentricity Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN koi_smass:      Stellar Mass [Solar mass]
# COLUMN koi_smass_err1: Stellar Mass Upper Unc. [Solar mass]
# COLUMN koi_smass_err2: Stellar Mass Lower Unc. [Solar mass]
# COLUMN koi_sage:       Stellar Age [Gyr]
# COLUMN koi_sage_err1:  Stellar Age Upper Unc. [Gyr]
# COLUMN koi_sage_err2:  Stellar Age Lower Unc. [Gyr]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,ra,dec,koi_kepmag
4173,5959719,K02498.02,Kepler-390 A c,CONFIRMED,Done,CANDIDATE,0.9050,0,0,0,0,CENT_KIC_POS,13.060039900,1.1190000e-04,-1.1190000e-04,144.3310700,6.420000e-03,-6.420000e-03,0,,,2.85100,0.24800,-0.24800,1.0680e+02,9.700e+00,-9.700e+00,0.80,6.000e-02,-4.000e-02,630.0,,,37.30,8.34,-6.35,30.810000,7.700000,-7.700000,5168.00,102.00,-102.00,0.7690,0.0490,-0.0400,0.7930,0.0450,-0.0450,,,,291.628780,41.208599,13.942
4174,5992210,K04271.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0120,0,0,1,0,CENT_RESOLVED_OFFSET,0.641069613,3.9150000e-06,-3.9150000e-06,132.1410100,4.990000e-03,-4.990000e-03,0,,,1.03300,0.14300,-0.14300,7.8600e+01,8.400e+00,-8.400e+00,0.86,2.600e-01,-1.100e-01,2196.0,,,5512.38,5127.56,-1955.64,4.810000,2.000000,-2.000000,6077.00,191.00,-234.00,0.9610,0.2940,-0.1260,0.9530,0.1280,-0.1160,,,,299.608250,41.268341,14.098
4175,4284980,K07690.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,CENT_RESOLVED_OFFSET---EPHEM_MATCH,2.243041500,4.8740000e-05,-4.8740000e-05,133.4408000,1.850000e-02,-1.850000e-02,0,,,3.63000,0.73000,-0.73000,1.0110e+02,1.560e+01,-1.560e+01,0.89,2.800e-01,-9.000e-02,1344.0,,,770.18,720.68,-231.60,4.750000,0.778000,-0.778000,5897.00,186.00,-206.00,0.8910,0.2740,-0.0910,0.9830,0.1200,-0.1320,,,,296.633150,39.327141,15.596
4176,9302543,K04272.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,0,MOD_SEC_DV---CENT_SATURATED,1.214751680,5.9130000e-05,-5.9130000e-05,131.7581000,4.360000e-02,-4.360000e-02,0,,,6.93000,1.20000,-1.20000,2.6610e+02,4.880e+01,-4.880e+01,5.50,7.400e-01,-3.170e+00,3302.0,,,28091.85,12256.14,-23671.12,1.410000,0.699000,-0.699000,6732.00,184.00,-225.00,3.2760,0.4440,-1.8850,1.6760,0.1970,-0.4600,,,,299.086580,45.776821,11.464
4177,9716028,K04273.01,,CANDIDATE,Done,CANDIDATE,0.9990,0,0,0,0,NO_COMMENT,17.373182100,1.8270000e-04,-1.8270000e-04,138.2874700,8.530000e-03,-8.530000e-03,0,,,3.36000,0.26300,-0.26300,7.1700e+01,6.300e+00,-6.300e+00,1.31,2.500e-01,-2.500e-01,901.0,,,155.73,80.66,-62.02,38.800000,16.500000,-16.500000,6180.00,111.00,-136.00,1.5400,0.2910,-0.2910,1.2370,0.1070,-0.1310,,,,294.209840,46.479969,12.677
4178,6223324,K04274.01,,CANDIDATE,Done,CANDIDATE,0.9720,0,0,0,0,NO_COMMENT,1.975074240,1.3860000e-05,-1.3860000e-05,132.3567000,5.940000e-03,-5.940000e-03,0,,,2.61000,0.17500,-0.17500,1.3050e+02,1.040e+01,-1.040e+01,1.08,3.500e-01,-1.100e-01,1477.0,,,1122.82,1093.90,-356.17,5.800000,1.700000,-1.700000,6065.00,190.00,-232.00,0.9470,0.3040,-0.1010,1.0220,0.1400,-0.1400,,,,296.811580,41.515690,15.276
4179,9701962,K04617.01,Kepler-1617 b,CONFIRMED,Done,CANDIDATE,0.8960,0,0,0,0,NO_COMMENT,27.478465900,5.1770000e-04,-5.1770000e-04,148.6101000,1.700000e-02,-1.700000e-02,0,,,7.50000,0.53600,-0.53600,8.3200e+01,7.600e+00,-7.600e+00,1.52,2.500e-01,-4.000e-01,736.0,,,69.30,30.51,-33.43,28.200000,12.800000,-12.800000,5432.00,89.00,-65.00,1.7070,0.2760,-0.4490,1.0460,0.0930,-0.0930,,,,287.937190,46.418491,13.630
4180,6685646,K04618.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,,244.866620000,1.5220000e-02,-1.5220000e-02,141.9596000,4.160000e-02,-4.160000e-02,0,,,10.56000,1.80000,-1.80000,2.8950e+02,4.050e+01,-4.050e+01,1.46,5.600e-01,-1.200e-01,273.0,,,1.31,1.49,-0.31,166.400000,58.000000,-58.000000,5821.00,157.00,-153.00,0.8480,0.3270,-0.0660,0.9370,0.0960,-0.1050,,,,290.041140,42.105740,14.462
4181,4574319,K07697.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,HALO_GHOST---EPHEM_MATCH,1.306272140,2.8790000e-05,-2.8790000e-05,132.0858000,1.960000e-02,-1.960000e-02,0,,,5.14400,0.59500,-0.59500,9.5400e+01,1.140e+01,-1.140e+01,0.87,2.100e-01,-8.000e-02,1490.0,,,1161.23,892.45,-315.79,1.783000,0.741000,-0.741000,5513.00,180.00,-180.00,0.8620,0.2130,-0.0760,0.9480,0.0830,-0.1010,,,,294.996490,39.629921,15.762
4182,7741837,K04619.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,,62.366706000,1.9840000e-03,-1.9840000e-03,142.3899000,2.800000e-02,-2.800000e-02,0,,,4.32000,1.30000,-1.30000,9.5400e+01,1.560e+01,-1.560e+01,1.88,8.500e-01,-5.600e-01,698.0,,,56.09,72.69,-31.92,109.600000,52.300000,-52.300000,6749.00,144.00,-218.00,1.9000,0.8600,-0.5680,1.4190,0.2530,-0.3120,,,,287.397770,43.414341,11.208
4183,11137065,K04620.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,0,1,MOD_SEC_DV---CENT_FEW_DIFFS---EPHEM_MATCH,0.933732791,7.5160000e-06,-7.5160000e-06,131.5370700,6.560000e-03,-6.560000e-03,0,,,3.05600,0.19900,-0.19900,9.6900e+01,8.600e+00,-8.600e+00,0.90,2.700e-01,-1.400e-01,1773.0,,,2344.56,2123.67,-890.09,2.428000,0.300000,-0.300000,5496.00,182.00,-182.00,0.9270,0.2720,-0.1460,0.7980,0.1290,-0.0650,,,,291.616460,48.775639,14.812
4184,11093335,K04621.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,,53.106597000,1.2850000e-03,-1.2850000e-03,145.2776000,1.820000e-02,-1.820000e-02,0,,,2.91400,0.61400,-0.61400,8.2400e+01,1.620e+01,-1.620e+01,2.20,6.500e-01,-7.700e-01,860.0,,,129.19,111.92,-82.81,120.500000,52.900000,-52.900000,7217.00,197.00,-272.00,2.3430,0.6900,-0.8270,1.5620,0.2570,-0.3800,,,,296.041960,48.681351,11.159
4185,9394768,K04690.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,,360.154170000,1.2870000e-02,-1.2870000e-02,188.7960000,2.670000e-02,-2.670000e-02,0,,,12.80600,0.81400,-0.81400,7.9060e+02,6.220e+01,-6.220e+01,2.99,1.480e+00,-2.800e-01,270.0,,,1.25,1.85,-0.36,213.300000,29.000000,-29.000000,6065.00,152.00,-212.00,1.0610,0.5250,-0.1000,1.1630,0.2240,-0.1720,,,,287.252990,45.909340,15.435
4186,9773980,K04691.01,,CANDIDATE,Done,CANDIDATE,0.9650,0,0,0,0,NO_COMMENT,3.387916500,2.5830000e-05,-2.5830000e-05,133.9364500,5.810000e-03,-5.810000e-03,0,,,1.81800,0.17300,-0.17300,7.8600e+01,8.900e+00,-8.900e+00,1.09,1.800e-01,-1.800e-01,1336.0,,,750.60,323.66,-254.56,14.270000,1.900000,-1.900000,5702.00,77.00,-77.00,1.2450,0.2050,-0.2050,0.9970,0.0750,-0.0600,,,,293.280150,46.560089,14.491
4187,10972902,K04692.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,1,LPP_ALT_TOO_HIGH---TOO_FEW_CENTROIDS---PARENT_IS_4673.01,1.428568150,1.1200000e-05,-1.1200000e-05,132.8146100,6.240000e-03,-6.240000e-03,0,,,2.13200,0.22000,-0.22000,5.9500e+01,6.400e+00,-6.400e+00,0.64,2.900e-01,-5.000e-02,1547.0,,,1352.91,1775.25,-324.89,4.950000,1.300000,-1.300000,5979.00,159.00,-162.00,0.8220,0.3640,-0.0650,0.8880,0.1030,-0.0910,,,,290.444760,48.462891,14.766
4188,3832474,K00806.04,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,,381.850599000,6.5190000e-03,-6.5190000e-03,296.4969000,1.130000e-02,-1.130000e-02,0,,,4.77200,0.33700,-0.33700,1.7020e+03,1.550e+02,-1.550e+02,3.59,3.800e-01,-1.400e-01,222.0,,,0.58,0.18,-0.09,582.000000,180.000000,-180.000000,5485.00,99.00,-112.00,0.8670,0.0920,-0.0340,0.9860,0.0280,-0.0790,,,,285.283630,38.947281,15.403
4189,12004971,K03194.01,,FALSE POSITIVE,Done,FALSE POSITIVE,1.0000,0,1,0,0,CENT_SATURATED,10.813154170,3.9820000e-05,-3.9820000e-05,131.6593100,2.870000e-03,-2.870000e-03,0,,,1.27500,0.10700,-0.10700,8.0300e+01,6.500e+00,-6.500e+00,1.46,2.600e-01,-1.600e-01,1045.0,,,281.84,139.24,-76.92,39.500000,18.700000,-18.700000,6380.00,113.00,-151.00,1.4600,0.2630,-0.1540,1.3510,0.0980,-0.0780,,,,286.628540,50.471272,11.487
4190,3644602,K04479.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,1,INDIV_TRANS_CHASES_MARSHALL_SKYE---CENT_FEW_DIFFS---EPHEM_MATCH,359.083680000,1.6630000e-02,-1.6630000e-02,415.3834000,3.370000e-02,-3.370000e-02,0,,,15.67000,1.70000,-1.70000,6.1870e+02,6.750e+01,-6.750e+01,29.15,9.060e+00,-3.040e+00,268.0,,,1.23,1.13,-0.38,43.400000,21.000000,-21.000000,6256.00,176.00,-220.00,0.9320,0.2900,-0.0970,0.9860,0.1230,-0.1230,,,,291.189270,38.731159,15.145
4191,10467714,K04480.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,CENT_KIC_POS,58.748862900,4.9870000e-04,-4.9870000e-04,172.6502500,6.870000e-03,-6.870000e-03,0,,,3.19100,0.17200,-0.17200,4.7360e+02,3.810e+01,-3.810e+01,1.75,3.300e-01,-2.300e-01,425.0,,,7.70,4.57,-2.43,141.000000,20.800000,-20.800000,5574.00,166.00,-150.00,0.8050,0.1530,-0.1020,0.7560,0.1090,-0.0470,,,,290.776550,47.648430,14.122
4192,11912941,K04481.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,3.747843740,4.2100000e-05,-4.2100000e-05,134.1915700,9.210000e-03,-9.210000e-03,0,,,3.65800,0.26200,-0.26200,1.1650e+02,1.090e+01,-1.090e+01,1.08,3.200e-01,-1.300e-01,1226.0,,,534.57,469.74,-174.27,7.890000,1.700000,-1.700000,6122.00,171.00,-214.00,0.9960,0.2960,-0.1180,1.0700,0.1330,-0.1480,,,,290.979060,50.258148,15.130
4193,4141593,K07685.01,,CANDIDATE,Done,CANDIDATE,0.6510,0,0,0,0,NO_COMMENT,64.740274000,1.4850000e-03,-1.4850000e-03,149.9922000,2.100000e-02,-2.100000e-02,0,,,15.08200,0.51300,-0.51300,1.1310e+02,7.300e+00,-7.300e+00,1.35,3.900e-01,-3.100e-01,518.0,,,16.96,14.20,-8.13,22.600000,11.200000,-11.200000,5999.00,163.00,-181.00,1.1770,0.3350,-0.2740,0.9260,0.1320,-0.0960,,,,286.773130,39.277531,13.219
4194,7778427,K04482.01,,CANDIDATE,Done,CANDIDATE,0.8980,0,0,0,0,NO_COMMENT,5.382992840,7.4340000e-05,-7.4340000e-05,136.2390000,1.210000e-02,-1.210000e-02,0,,,3.33600,0.30100,-0.30100,3.5100e+01,3.800e+00,-3.800e+00,0.78,1.400e-01,-1.000e-01,1253.0,,,582.98,283.61,-174.70,11.300000,3.100000,-3.100000,6256.00,113.00,-126.00,1.2930,0.2280,-0.1660,1.1350,0.1060,-0.0800,,,,299.095370,43.439098,12.642
4195,6525106,K04483.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,1,HALO_GHOST---EPHEM_MATCH,1.710281170,1.1990000e-05,-1.1990000e-05,131.6261900,6.240000e-03,-6.240000e-03,0,,,2.61000,0.20500,-0.20500,1.1160e+02,9.700e+00,-9.700e+00,0.91,2.900e-01,-7.000e-02,1454.0,,,1055.42,953.60,-268.43,4.750000,1.800000,-1.800000,5910.00,158.00,-193.00,0.8550,0.2640,-0.0660,0.9450,0.1080,-0.1190,,,,292.685150,41.905918,15.422
4196,6523058,K04549.01,,CANDIDATE,Done,CANDIDATE,0.9800,0,0,0,0,CENT_KIC_POS,2.048158200,1.7490000e-05,-1.7490000e-05,132.1767900,6.820000e-03,-6.820000e-03,0,,,1.89900,0.17900,-0.17900,1.8330e+02,1.850e+01,-1.850e+01,1.16,3.500e-01,-1.100e-01,1346.0,,,773.92,685.72,-230.47,8.234000,0.593000,-0.593000,5799.00,172.00,-207.00,0.8600,0.2540,-0.0850,0.9550,0.1090,-0.1210,,,,292.026210,41.984119,15.980
4197,5977470,K04550.01,Kepler-1653 b,CONFIRMED,Done,CANDIDATE,0.9340,0,0,0,0,NO_COMMENT,140.251943000,1.6770000e-03,-1.6770000e-03,175.1370000,1.030000e-02,-1.030000e-02,0,,,6.57600,0.32700,-0.32700,5.6770e+02,5.480e+01,-5.480e+01,1.84,5.000e-02,-1.200e-01,271.0,,,1.28,0.17,-0.24,157.900000,55.100000,-55.100000,4821.00,76.00,-86.00,0.7880,0.0230,-0.0510,0.7650,0.0470,-0.0280,,,,296.457760,41.266022,15.429
4198,11769689,K04551.01,,CANDIDATE,Done,CANDIDATE,0.9860,0,0,0,0,NO_COMMENT,14.717934200,2.4650000e-04,-2.4650000e-04,135.6498000,1.030000e-02,-1.030000e-02,0,,,5.84400,0.33400,-0.33400,1.3230e+02,1.180e+01,-1.180e+01,1.25,4.200e-01,-1.400e-01,784.0,,,89.30,89.92,-27.76,13.990000,6.100000,-6.100000,6102.00,184.00,-202.00,1.0180,0.3410,-0.1140,1.0580,0.1510,-0.1350,,,,295.092010,49.940079,14.654
4199,4355503,K07691.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,0,MOD_SEC_DV---MOD_SEC_ALT---CENT_RESOLVED_OFFSET,0.570828503,1.7410000e-06,-1.7410000e-06,131.5895800,2.960000e-03,-2.960000e-03,0,,,0.91500,0.11500,-0.11500,1.7440e+02,1.890e+01,-1.890e+01,0.54,5.000e-02,-8.000e-02,986.0,,,222.55,69.30,-70.79,3.930000,1.600000,-1.600000,3585.00,72.00,-79.00,0.3880,0.0390,-0.0530,0.4060,0.0410,-0.0610,,,,288.868530,39.496132,15.068
4200,6119923,K04552.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,,134.466500000,1.4480000e-01,-1.4480000e-01,265.4240000,2.830000e-01,-2.830000e-01,0,,,5.27000,0.82300,-0.82300,1.0320e+03,1.510e+02,-1.510e+02,2.48,2.950e+00,-2.200e-01,280.0,,,1.45,6.45,-0.36,193.000000,63.400000,-63.400000,4891.00,155.00,-127.00,0.7910,0.9420,-0.0690,0.7640,0.1040,-0.0580,,,,290.626860,41.460400,15.126
4201,6126076,K04553.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,1,0,0,1,LPP_DV---EPHEM_MATCH,0.909314811,3.5090000e-06,-3.5090000e-06,131.7228100,3.920000e-03,-3.920000e-03,0,,,2.20530,0.08050,-0.08050,4.0500e+01,1.600e+00,-1.600e+00,0.99,2.100e-01,-2.100e-01,2503.0,,,9311.68,5708.31,-4175.12,2.360000,1.100000,-1.100000,6508.00,146.00,-178.00,1.4470,0.3110,-0.3110,1.1110,0.1770,-0.1180,,,,292.614260,41.437229,12.730
4202,11284772,K04622.01,Kepler-441 b,CONFIRMED,Done,CANDIDATE,0.9750,0,0,0,0,CENT_KIC_POS,207.247850000,2.6270000e-03,-2.6270000e-03,213.0345800,9.700000e-03,-9.700000e-03,0,,,6.15900,0.34800,-0.34800,8.0920e+02,6.470e+01,-6.470e+01,1.56,9.000e-02,-6.000e-02,189.0,,,0.30,0.06,-0.05,258.100000,37.200000,-37.200000,4339.00,78.00,-87.00,0.5530,0.0310,-0.0220,0.5730,0.0260,-0.0260,,,,284.566890,49.012550,15.142
4203,9209183,K04623.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,,186.553470000,1.7620000e-02,-1.7620000e-02,173.0531000,3.450000e-02,-3.450000e-02,0,,,13.57000,1.20000,-1.20000,3.3450e+02,4.230e+01,-4.230e+01,1.86,8.200e-01,-1.800e-01,341.0,,,3.18,4.16,-0.91,102.700000,31.100000,-31.100000,6187.00,161.00,-203.00,1.0060,0.4450,-0.0980,1.0260,0.1850,-0.1180,,,,287.562680,45.679008,14.905
4204,6153407,K03179.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,CENT_SATURATED,5.990782210,4.9580000e-05,-4.9580000e-05,134.5389900,6.580000e-03,-6.580000e-03,0,,,1.69900,0.20900,-0.20900,6.9900e+01,9.800e+00,-9.800e+00,1.03,1.500e-01,-8.000e-02,987.0,,,223.93,87.80,-49.42,9.710000,4.800000,-4.800000,5721.00,102.00,-113.00,0.9720,0.1350,-0.0790,0.9540,0.0630,-0.0630,,,,299.302800,41.441017,10.884
4205,5955621,K04624.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,CENT_UNRESOLVED_OFFSET---HALO_GHOST,14.080185200,3.5680000e-04,-3.5680000e-04,137.3331000,2.000000e-02,-2.000000e-02,0,,,3.40200,0.72200,-0.72200,9.0700e+01,1.600e+01,-1.600e+01,1.04,1.600e-01,-6.000e-02,798.0,,,95.62,37.08,-15.06,30.400000,13.200000,-13.200000,5984.00,71.00,-89.00,1.0890,0.1640,-0.0590,1.1420,0.0540,-0.0750,,,,290.276580,41.269341,12.966
4206,11519187,K04625.01,,CANDIDATE,Done,CANDIDATE,0.4930,0,0,0,0,CENT_RESOLVED_OFFSET,2.440839436,6.8020000e-06,-6.8020000e-06,133.8407000,2.360000e-03,-2.360000e-03,0,,,0.96800,0.17400,-0.17400,5.0950e+02,4.460e+01,-4.460e+01,21.29,2.260e+00,-1.700e+00,986.0,,,223.80,90.83,-59.89,5.140000,2.500000,-2.500000,4803.00,170.00,-170.00,0.6980,0.0740,-0.0560,0.7520,0.0610,-0.0750,,,,297.059020,49.478500,15.877
4207,8417078,K04693.01,Kepler-1619 b,CONFIRMED,Done,CANDIDATE,0.9910,0,0,0,0,CENT_KIC_POS,23.622357100,5.3630000e-04,-5.3630000e-04,146.9643000,1.950000e-02,-1.950000e-02,0,,,6.85200,0.54200,-0.54200,5.7000e+01,5.800e+00,-5.800e+00,1.07,2.200e-01,-2.700e-01,797.0,,,95.35,59.89,-48.03,24.680000,8.200000,-8.200000,6144.00,170.00,-170.00,1.3930,0.2900,-0.3550,0.9990,0.1650,-0.1240,,,,285.703460,44.422001,13.341
4208,9457948,K04694.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,19.252765200,2.9060000e-04,-2.9060000e-04,144.2659000,1.120000e-02,-1.120000e-02,0,,,4.86200,0.30400,-0.30400,1.3850e+02,1.500e+01,-1.500e+01,1.24,3.900e-01,-1.400e-01,740.0,,,71.04,67.23,-21.92,30.570000,3.500000,-3.500000,6258.00,175.00,-219.00,1.0460,0.3350,-0.1120,1.1020,0.1540,-0.1540,,,,288.708590,46.018188,14.851
4209,4852297,K04695.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,1,0,CENT_RESOLVED_OFFSET---HALO_GHOST,3.289319360,1.7000000e-05,-1.7000000e-05,133.9014100,4.510000e-03,-4.510000e-03,0,,,1.92100,0.26200,-0.26200,1.6600e+02,1.860e+01,-1.860e+01,50.51,1.644e+01,-5.470e+00,1364.0,,,818.01,784.85,-252.85,2.610000,1.300000,-1.300000,6335.00,175.00,-219.00,1.0720,0.3490,-0.1160,1.1200,0.1640,-0.1480,,,,296.066650,39.938011,14.806
4210,9851845,K04696.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,0,0,1,EPHEM_MATCH,1.081952080,1.6850000e-05,-1.6850000e-05,131.5252000,1.200000e-02,-1.200000e-02,0,,,4.80700,0.38600,-0.38600,3.3600e+01,3.500e+00,-3.500e+00,0.47,6.000e-02,-5.000e-02,1526.0,,,1275.68,523.29,-388.59,1.788000,0.612000,-0.612000,5233.00,158.00,-142.00,0.8240,0.0980,-0.0980,0.7640,0.1030,-0.0600,,,,299.009800,46.684738,13.881
4211,9474483,K04697.01,,FALSE POSITIVE,Done,FALSE POSITIVE,0.0000,0,1,1,1,MOD_SEC_DV---CENT_RESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,0.512583041,2.5530000e-06,-2.5530000e-06,131.7757100,4.560000e-03,-4.560000e-03,0,,,1.49800,0.11500,-0.11500,1.1430e+02,7.900e+00,-7.900e+00,1.07,3.600e-01,-1.200e-01,2363.0,,,7320.09,7398.82,-2370.24,2.689500,0.075800,-0.075800,6077.00,190.00,-232.00,0.9990,0.3330,-0.1110,1.0770,0.1400,-0.1560,,,,295.463410,46.011230,15.484
4212,4072271,K07680.01,,CANDIDATE,Done,CANDIDATE,0.4270,0,0,0,0,CENT_UNCERTAIN,219.205790000,1.4660000e-02,-1.4660000e-02,327.8910000,3.800000e-02,-3.800000e-02,0,,,14.50000,1.50000,-1.50000,2.0780e+02,1.670e+01,-1.670e+01,2.66,8.500e-01,-5.600e-01,456.0,,,10.18,9.55,-4.89,100.700000,50.000000,-50.000000,6990.00,194.00,-305.00,1.7850,0.5670,-0.3780,1.5150,0.2070,-0.2310,,,,295.315120,39.141048,12.449
4213,9898017,K04484.01,,CANDIDATE,Done,CANDIDATE,1.0000,0,0,0,0,NO_COMMENT,2.297948190,2.0250000e-05,-2.0250000e-05,131.4982600,7.240000e-03,-7.240000e-03,0,,,2.84000,0.23100,-0.23100,8.3200e+01,8.000e+00,-8.000e+00,0.98,2.900e-01,-1.200e-01,1547.0,,,1352.14,1150.42,-445.04,6.226000,0.412000,-0.412000,6371.00,169.00,-207.00,1.0720,0.3120,-0.1340,1.1170,0.1540,-0.1540,,,,294.696960,46.720188,15.079
4214,8613218,K04485.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,,368.115810000,2.0580000e-02,-2.0580000e-02,227.4962000,2.450000e-02,-2.450000e-02,0,,,13.52000,1.20000,-1.20000,4.7620e+02,5.750e+01,-5.750e+01,2.11,8.500e-01,-2.000e-01,263.0,,,1.12,1.33,-0.30,212.200000,12.500000,-12.500000,6122.00,158.00,-191.00,0.9640,0.3890,-0.0880,1.0410,0.1660,-0.1300,,,,286.783540,44.737370,15.125
4215,8548069,K04486.01,,FALSE POSITIVE,Done,FALSE POSITIVE,,1,0,0,0,,368.524660000,3.0540000e-02,-3.0540000e-02,236.3783000,4.460000e-02,-4.460000e-02,0,,,11.90000,2.30000,-2.30000,6.8030e+02,9.150e+01,-9.150e+01,3.05,1.730e+00,-3.600e-01,288.0,,,1.62,2.75,-0.56,210.900000,72.000000,-72.000000,6343.00,147.00,-281.00,1.1370,0.6450,-0.1330,1.2130,0.2440,-0.2140,,,,286.588290,44.640411,15.484
